id,text,owner_id,dataset_id,label_1,label_2,label_3,label_4,pelabel_1,pelabel_2,pelabel_3,pelabel_4
11,jujur niatnya bagus  apalagi yg sebenernya bikin suatu sekolah itu favorit dari awal emg kualiatas muridnya bagus2  bukan cuma gurunya. tp nyesek jg kalo di zonasi gini tp ptn liatnya ttp ke sekolah2 itu mulu,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
12,gini ini kasian sama yang pinter  pingin masuk sekolah favorit tapi jauh. keenakan yang ga pinter  tambah ga belajar buat un  nggampangin karena sistem zonasi. @Sndrinafebi @Shakinaa_0330,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
13,Mengeluh Zonasi Sekolah  Pelajar Banyumas Curhat ke Bupati #Berita #blog #Pendidikan #tips http://softwaresekolah.co.id/index.php/2019/04/25/mengeluh-zonasi-sekolah-pelajar-banyumas-curhat-ke-bupati/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
14,Mendikbud Minta Sekolah Taati PPDB Sistem Zonasi https://d-onenews.com/mendikbud-minta-sekolah-taati-ppdb-sistem-zonasi/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
15,Pak tolong pendaftaran secara ZONASI diHapuskan karena tambah memperSulit untuk masuk sekolah yg diInginkan. Terimakasih,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
16,Tak Ada Sekolah Favorit  2019 PPDB 90 Persen Berdasarkan Zonasi http://harianbhirawa.com/tak-ada-sekolah-favorit-2019-ppdb-90-persen-berdasarkan-zonasi/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
17,aku setuju sama tujuannya zonasi  tapi ga setuju juga karena kalau mau mencapai tujuan tsb yang dimana semua sekolah itu sama ga ada yang favorit kudunya sekolah itu harus berbenah supaya sarana prasarananya memadai juga biar bisa disamakan dengan sekolah yang favorit itu.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
18,Mbakku  â€œsekarang kalo nyari jodoh kayak nyari sekolah aja  pake sistem zonasi. Jadi ntar kalo lebaran ga repot mudik.â€�  Aku  â€œHmm  ok Siri! Please download Tinder!â€�,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
19,semoga ada titik temu  syukur2 ada kajian mendalam tentang zonasi sekolah khususnya di Jawa Tengah  masih ada wilayah yang hanya memiliki beberapa sekolah negeri terutama SMA/SMK  seperti di Kab. Batang.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
20,cuman? cuman? bersyukur  jangan kufur nikmat  ga terima sma negeri? hey tau kan sekarang sistem zonasi? selagi kamu daftar di sekolah sekitar tempat tinggal mu yang negeri kamu 90% kemungkinan diterima  apalagi nem kamu yang CUMAN 35 itu termasuk tinggi.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
21,ppdb masuk sma pake sistem zonasi. jarak rumah sama sekolah harus deket. sementara rumah ku jauh dari sma mana mana....,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
22,Maksudnya sekolah zonasi gimana Min? Bukankah zonasi itu sistem ppdb yang digunakan?,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
23,Mas  zonasi iku cocoknya buat negara yg infrastruktur pendidikannya sudah rata/sudah baik semua.. lek misal infra sarpras yg mendukung pendidikan sg modern mek nde beberapa smp yo kasian yg rumahnya jauh malah entuk sekolah elek piye ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
24,Iyo lek gitu harusnya fasilitas sekolah sama kualitas guru juga diratain jugaa  bukan cuman semata zonasi aja. Lek gini maleh ada yg curang pinjem alamat org lain biar masuk sekolah inceran -_-,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
25,"Bisa jadi zuuh. Tapi sekarang fasilitas sekolah masih belum rata kan  antara tengah kota sama yg pinggir"". Pun sama kualitas gurunya. Soale aku ngalamin sih ngajar anak yg masuk sekolah karena zonasi... dan dia belum mampu ngejar ",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
26,@ppdbdki min  zonasi berdasarkan kelurahan kan ya? bukan berdasarkan sekolah asal siswa?,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
27,@DisdikMalang @sutiaji1964 pak ustad bilang bangunlah rumah di dekat masjid  #ppdb mengajarkan bangunlah rumah di dekat sekolah siapapun penggagas ppdb zonasi harus bertanggung jawab moral pada satu generasi anak2 yang jadi korban peraturan yang gak masuk akal !,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
28,Jumlah Siswa Terus Menurun  Sekolah Swasta di Gunungkidul Keluhkan Sistem Zonasi PPDB 2019 #Berita #blog #Pendidikan http://softwaresekolah.co.id/index.php/2019/05/21/jumlah-siswa-terus-menurun-sekolah-swasta-di-gunungkidul-keluhkan-sistem-zonasi-ppdb-2019/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
29,sebuah sistim yang menurut saya justru mempersulit anak untuk sekolah  dimana tidak ada test dan hanya fokus pada jarak rumah ke sekolah atau zonasi  @e100ss @infoGRESIK @InfoMendiknas,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
30,Agak kecewa dengan pendaftaran sekolah saat ini yang menganut sistem zonasi. Yakali gak usah belajar giat2  gak usah capek2 bimbel  as long as rumah lu dibelakang komplek lu bisa masuk komplek gak fair aja sih menurut w hmm,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
31,PPDB SD sesuai juklak dan Juknis hal pertama adalah usia kemudian jarak domisili siswa dengan sekolah. Zonasi 90 persen adalah PPDB SMP Negeri,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
32,Di samping itu  sy mengapresiasi program pemerintah utk memeratkaan pendidikan  supaya sekolah  anak  dan orang tua tidak hanya mengejar aspek kognitif saja (sesuai dengan kurikulum 2013). Akan tetapi  sistem zonasi tahun ini malah menelantarkan aspek kognitif.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
33,"Pak @ganjarpranowo tolong kebijakan sistem zonasi untuk PPDB SMP dan SMA dikaji ulang  kasihan anakÂ² yg rumahnya di pelosok  pintar  tp tidak dpt sekolah yg ""layak"".  Jangan sampai penerimaan mantu jg ikut-ikutan sistem zonasi ",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
34,Konsep Zonasi Berdasarkan Kedekatan Jarak Rumah Dengan Sekolah http://surabayatv.tv/2019/05/13/konsep-zonasi-berdasarkan-kedekatan-jarak-rumah-dengan-sekolah/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
35,Busel Akan Terapkan Sistem Zonasi Sekolah  -La Makiki: Langkah Percepat Pemerataan Kualitas Pendidikan  http://baubaupost.com/2019/05/13/busel-akan-terapkan-sistem-zonasi-sekolah-la-makiki-langkah-percepat-pemerataan-kualitas-pendidikan/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
36,"mending non zona karena zonasi merepotkan orangtua ""pindah sementara"" alamat demi ngejar sekolah favorit(?).",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
37,"alternatifnya ""Pak @jokowi tolong sama ratakan kualitas semua sekolah dan tenaga pendidiknya pak biar aturan zonasi ini gak jadi program baik yang sia - sia""",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
38,Topik pembicaraan lebaran kali ini: -Pemilu -Susah cari sekolah karena zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
39,ZONASI BERDASARKAN ASAL SEKOLAH AJA LAH YAALLAH,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
40,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang â€“ Radar Malang Online https://www.tugumalang.com/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang-radar-malang-online/?utm_source=dlvr.it&utm_medium=twitter â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
41,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang â€“ Radar Malang Online https://radarmalang.jawapos.com/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang-radar-malang-online/?utm_source=dlvr.it&utm_medium=twitter â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
42,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang https://radarmalang.id/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang/?utm_source=dlvr.it&utm_medium=twitter â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
43,masuk sekolah pake sistem zonasi bikin mikir-mikir juga mau beli rumah di mana ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
44,Assalamualaikum pak wali kami sangat prihatin warga riung bandung tidak bisa sekolah di SMP negeri karena zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
45,Dari pengamatan dan opini pribadi  yang resah justru masyarakatnya  mengkotak kotakkan anak pinter dan ga pinter  lalu judge â€˜yang pinter mustinya sekolah disini  tapi berhubung zonasi ga bisa dia sekolah disitu  kasianâ€™ kelamin emang mentalnya.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
46,IMHO Kemendikbud dengan sistem ppdb zonasi-nya menarik sekali sebenernya wat diperhatikan. Ku dari awal dicetuskan zonasi ini udah stuju nget. Biar ga ada strata aja antara sekolah favorit dan enggak favorit,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
47,Poin 1: Sekolah negeri WAJIB menerima siswa dlm zonasi.  Faktanya SMPN apalagi SMAN tdk cukup daya tampungnya. Bahkan di Surabaya  beberapa kecamatan yg tak miliki SMAN jauh jaraknya dari SMAN di Kecamaatan lain  anak pasti tdk diterima.  Jadi apa arti kata WAJIB? ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
48,Non Diskriminatif bagaiamana? Faktanya zonasi ini diskriminatif. Paham tidak arti diskriminasi min?   Dgn menerapkan jarak rumah ke sekolah  itu telah mendiskriminasi anak untuk lanjutkan sekolah. Karena jarak rumah itu bukan keinginan anak  tapi bawaan dari orang tuanya. ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
49,Sedih krn melihat  .. anak2 belajar keras  ikut bimbel dlsb tp ternyata Tak bisa sekolah di sekolah yg diimpikan terbentur zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
50,Sekolah unggulan hilang krn penerimaan siswa zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
51,Siswa belajar keras krn ingin bersekolah di sekolah favorit tp klo sistem zonasi hasil belajar jd terabaikan,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
52,Ijin berpendapat pak  Zonasi 60% Tes 30% 10% Prestasi Perbaiki SDM Tenaga Pendidik Fasilitas sekolah Kurikulum yg tepat Beasiswa untuk keluarga tidak mampu dan berprestasi diperbanyak,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
53,Klo gitu ngapain ada UN klo ga ngaruh? Ga perduli brp nilai kita  gada persaingan masuk sekolah favorit lg jd buat apa bljr yg penting deket rmh ada sekolah pasti bisa masuk.. #zonasisekolah,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
54,zonasi menghilangkan kesempatan anak bangsa yg di kampung mendapat pendidikan di perkotaan. Katanya NKRI. Jalur yg ada adalah pindah orang tua. Lah kalau orang tua tdk pindah? Jalur zonasi harus 1 thn di dlm KK  si anak blm memutuskan akan numpang sekolah di kota 1 thn sblmnya,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
55,masih kesel gegara penerimaan zonasi kemaren tanpa liat nilai siswa trus ini?? pas sma gak usah belajar dong ya?? 3 taun cukup cari subcriber yang banyak dong  kangen dulu yang mau sekolah tinggi mesti belajar bener bener ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
56,Salut kepada @aniesbaswedan sbg Gub yg lebih memilih berpihak pd masyarakat  calon peserta didik  daripada sekedar ikuti Permendikbud 51/2018 yg nyata2 menimbulkan permasalahn akibat sistem zonasi yg tdk berkeadilan berdasarkan jarak rumah ke sekolah dg abaikan hasil belajar anak ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
57,"Nah ini  kasian pelajar di desaku yg kesulitan mencari sekolah sesuai keinginannya. Yg disana masih ada sekolah ""favorit"". Maksud adanya zonasi bagus  tapi image sekolah unggulan tetap tak tergantikan dan masih menjadi daya tarik para pelajar dan orang tua. ",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
58,Dirancangan sistem IT PPDB SMAN di Jatim yg sy temukan  zonasi ternyata hanya mengejar kuota penerimaan siswa berdasar jarak rumah ke sekolah pak @muhadjir_ef  Walau anak dekat ke SMAN A  tapi jk milih SMAN B & kuota masih masuk  anak akan diterima di B  walau UN rendah sekalipun,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
59,Bahkan sistem zonasi yg dibuat pak @muhadjir_ef ini sy temukan fakta dirancangan program IT nya ternyata bkn mendekatkan anak ke sekolah  tapi mengubah kompetisi dr prestasi belajar menjadi kompetisi kantong ortu memiliki/sewa rumah yg dekat ke sekolah. @ganjarpranowo @KhofifahIP,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
60,5. Tidak ada keadilan dlm sistek zonasi saat jumlah  daya tampung dan sebaran sekolah masih tidak merata.  Akibat zonasi anak menjadi bergantung masa depannya melanjutkan pendidikan pada kemampuan kantong orang tua membeli/sewa rumah yg dekat ke sekolah.  @muhadjir_ef,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
61,Aku setuju sama pendapat kakak yg dibagian awal  zonasi harus diserentakkan dengan fasilitas yg memadai pada tiap sekolah agar tidak ada yg merasa dirugikan dan usaha penghapusan stratifikasi di sekolah berjalan lancar.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
62,Pak Ganjar  di Jatim juga zonasi ini berpotensi masalah besar bagi kelanjutan pendidikan anak. Di Surabaya akan berjatuhan korban zonasi SMAN karena sekolah yg terbatas dan terpusat di tengah kota. Sementara perkembangan kota membuat warga tergeser tempat tinggal ke luar kota. ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
63,Kalau fasilitas sama rata ya gapapa diterapin kaya gini. Tapi nyatanya enggak. Kasihan yang anak2 pinggiran  mereka bener2 pinter pengen masuk sekolah yg bagus tp gabisa karena  zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
64,Betul  itulah tugas dan tanggungjawab pemerintah yg harus didahulukan  membangun sekolah  meratakan penyebarannya  daya tampungnya. Baru setelah itu boleh bicara zonasi. @Kemdikbud_RI,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
65,Penerapan sistem zonasi itu harus terpenuhi dulu kondisi2 ideal  seperti jumlah & daya tampung sekolah  demografi pendudukan  sebaran penduduk  dll.  Zonasi memang bagus secara teori  jika prasyarat penerapannya terpenuhi. @Kemdikbud_RI,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
66,Dan lagipula kualitas dan pemerataan sekolah itu tanggungjwb pemerintah @Kemdikbud_RI bukan kewajiban rakyat. Baca konstitusi dan UU Sisdiknas. Tak ada hubungannya input peserta didik dgn pemerataan sekolah.  Sekolah terbatas  tapi paksakan zonasi  dan anak2 pun jadi korban !!,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
67,Tapi fakta lapangannya berbeda. Penerapan sistem zonasi bkn mendekatkan anak ke sekolah realitasnya  tapi lebih menghargai kantong ortu membeli atau sewa rumah dibanding usaha dan kerja keras anak dlm belajar.  Sy Dewan Pendidikan Surabaya  punya data dan faktanya  bukan teori. ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
68,"zonasi bukane malah jalan dinggo perbaikan kualitas sarana dan prasana untuk sekolah sekolah secara merata? jadi ngga cuma sekolah berpredikat ""unggulan"" yang didahulukan.",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
69,Sekolah di kota probolinggo juga gaada yang favorit  pake zonasi. Tapi rasanya mustahil kalo gaada yang favorit ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
70,Zonasi Sekolah  Angin Segar Bagi Difabel http://dlvr.it/R6VL43 ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
71,Tidak ada kebijakan pemerintah selama ini yg lebih baik dari kebijakan zonasi ini. Pemerintah sudah tepat. Ini langkah awal pemerataan  dan peningkatan kulitas guru dan sekolah. Input yg baik  outputnya pasti baik dan sebaliknya.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
72,fyi Kak.  Setiap sekolah punya otoritas mau menggunakan sistem zonasi atau tidak mau menggunakan. Sehingga sebagai pihak sekolah seyogianya juga bisa menerapkan kebijakan dengan bijak sesuai dengan hasil kajian strategis di lingkungan sekolah.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
73,Kalau diperhatikan outputnya  pemerintah ingin melakukan pemerataan kualitas pendidikan dan itu merupakan langkah maju yang baik  mengingat selama ini diskriminasi pendidikan nyata di depan mata kita.   Sistem zonasi sekolah.  Aku si yeees!!  https://www.facebook.com/story.php?story_fbid=10212644623584676&id=1657904620 â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
74,"HAHAHA. Astaghfirullah :"") Kecuali kalo yakin semua sekolah kualitasnya sama  zonasi OK lah yo. Tapi loo.. kualitasnya beda-beda :"")) dan yg rumahnya jauh rela2 aja sekolah jauh. Demi dapet sekolah bagus. So saddd.",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
75,Ribut ribut zonasi ngapa si? Semua sekolah tu sama aja  gengsi nya aja yg bikin beda. Ntar juga  sama sama nemuin guru yg kolot  sama sama nemuin temen temen yang hura hura. Jadi apanya yg berbeda?,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
76,Sepakat dengan zonasi  keuntungannya mengurangi macet dijalan  minimalisir mbolos  pendidikan sama rata. Semua sekolah bisa jadi favorit karena perataan tsb. Emang gamudah awalnya...,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
77,Doi ku daftarin sepupunya masuk ke SMP. Lucunya  si sepupunya ini rumahnya jaraknya 1 4km dari sekolah ga keterima. Sedangkan ada yg jaraknya 2 2km dari sekolah malah keterima. Gimana deh makin gapaham sm sistemnya zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
78,Gini nih lamaÂ² PTN favorit pun jd bisa ikut ancur ga sih? Klo siswa nya selama di sekolah gabisa serius gt krn terbiasa gantungin sistem zonasi,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
79,Lalu lalu tetiba ada sistem baru  zonasi. Daftar sekolah hrs yg ada dlm zona. Okelah...... daya saing msh berdasarkan nilai.   Eee taun ini daftar sekolah pure berdasarkan jarak rumah. Bisa2 taun depan GO neutron bangkrut krn semua org bs masuk sma negeri yg penting dkt rumah.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
80,Mendikbud Muhadjir Jawab Polemik Sekolah Terkait Zonasi https://insidepontianak.com/2019/06/18/mendikbud-muhadjir-jawab-polemik-sekolah-terkait-zonasi/ â€¦,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
81,Seharus nya berpikir dulu sebelum merubah aturan PPBD Kasihan siswa yg berpredtasi Walaupun danem dibawah rata2 bisa diterima di sekolah negeri Kenapa zonasi kok nggak diberlakukan di perguruan tinggi negeri dan calon PNS Lurah dan Camat biar tidak ada pengangguran,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
82,"Daftar sekolah sistem zonasi Orang lain : ""sayang banget ih yg nilainya bagus"" Me : ""sayang bgt ya ga bisa sekolah jauh2  padahal enakan kalo sekolah jauh"" (punya temen dr berbagai wilayah di surabaya  banyak yg bakal jadi cerita pula)  Ada yg kyk saya?",thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
83,Gak iso sec  kualitas pendidikan kuwi gak kabeh podo. Percuma nek wes di gawe zonasi terus pindah KK. Kan orng tua yo pengen anake sekolah nek tempat sek berkualitas pisan.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
84,Sekarang tau sistem zonasi gini jadi pengen kenapa dulu jamanku ndak zonasi aja sih  nilaiku yang standart juga dapat kesempatan sekolah kaporit negeri pakai dulu pusat kan apik2 sekolahnya ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
85,Opini. Sistem zonasi PPDB Sekolah akan menurunkan semangat motivasi belajar siswa dan akan menurunkan semangat bersaing antar siswa. Jika @Kemdikbud_RI menggunakan dalil pemerataan pelayanan dan mutu pendidikan. || Lanjut kolom komentar.,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
86,Rekomendasi sekolah favorit  bila tidak menemukan sekolah yang di inginkan karena sistem zonasi.. #ZONASI ,thWPvizIgKP706FVwOZtkUkJd1D3,NEpZ0lVFTuwS54bty6B2,,,,,,,,
