date,lokasi,status,text,time,tweet_id,username
2019-05-30,Kota Jambi,200,semoga ada titik temu  syukur2 ada kajian mendalam tentang zonasi sekolah khususnya di Jawa Tengah  masih ada wilayah yang hanya memiliki beberapa sekolah negeri terutama SMA/SMK  seperti di Kab. Batang.,02:03,1133811166520651777,@hdsyarifuddin
2019-05-29,Kota Padang Indonesia,200,cuman? cuman? bersyukur  jangan kufur nikmat  ga terima sma negeri? hey tau kan sekarang sistem zonasi? selagi kamu daftar di sekolah sekitar tempat tinggal mu yang negeri kamu 90% kemungkinan diterima  apalagi nem kamu yang CUMAN 35 itu termasuk tinggi.,17:55,1133688279520301062,@nanalovesbaeeee
2019-05-29,Kota Surabaya Jawa Timur,200,ppdb masuk sma pake sistem zonasi. jarak rumah sama sekolah harus deket. sementara rumah ku jauh dari sma mana mana....,12:08,1133600898423242754,@bucinvienetta
2019-05-27,Kota Madiun Jawa Timur,200,Maksudnya sekolah zonasi gimana Min? Bukankah zonasi itu sistem ppdb yang digunakan?,11:10,1132861585540542464,@nadhiv
2019-05-26,Kota Surabaya Jawa Timur,200,Mas  zonasi iku cocoknya buat negara yg infrastruktur pendidikannya sudah rata/sudah baik semua.. lek misal infra sarpras yg mendukung pendidikan sg modern mek nde beberapa smp yo kasian yg rumahnya jauh malah entuk sekolah elek piye ,17:26,1132593752994766848,@svrhmtlmstf
2019-05-26,Kota Malang Jawa Timur,200,Iyo lek gitu harusnya fasilitas sekolah sama kualitas guru juga diratain jugaa  bukan cuman semata zonasi aja. Lek gini maleh ada yg curang pinjem alamat org lain biar masuk sekolah inceran -_-,16:29,1132579560556417024,@mbongii
2019-05-26,Kota Malang Jawa Timur,200,"Bisa jadi zuuh. Tapi sekarang fasilitas sekolah masih belum rata kan  antara tengah kota sama yg pinggir"". Pun sama kualitas gurunya. Soale aku ngalamin sih ngajar anak yg masuk sekolah karena zonasi... dan dia belum mampu ngejar ",16:26,1132578836241997825,@mbongii
2019-05-24,Kota Yogyakarta Yogyakarta,200,@ppdbdki min  zonasi berdasarkan kelurahan kan ya? bukan berdasarkan sekolah asal siswa?,13:07,1131803837352689664,@adepwardani
2019-05-24,Kota Malang ,200,@DisdikMalang @sutiaji1964 pak ustad bilang bangunlah rumah di dekat masjid  #ppdb mengajarkan bangunlah rumah di dekat sekolah siapapun penggagas ppdb zonasi harus bertanggung jawab moral pada satu generasi anak2 yang jadi korban peraturan yang gak masuk akal !,11:27,1131778667946708992,@LatoOscura
2019-05-21,Kota Surabaya Jawa Timur,200,Jumlah Siswa Terus Menurun  Sekolah Swasta di Gunungkidul Keluhkan Sistem Zonasi PPDB 2019 #Berita #blog #Pendidikan http://softwaresekolah.co.id/index.php/2019/05/21/jumlah-siswa-terus-menurun-sekolah-swasta-di-gunungkidul-keluhkan-sistem-zonasi-ppdb-2019/ â€¦,16:11,1130763148456333312,@umrohsurabayaa
2019-05-21,Kota Surabaya Jawa Timur,200,sebuah sistim yang menurut saya justru mempersulit anak untuk sekolah  dimana tidak ada test dan hanya fokus pada jarak rumah ke sekolah atau zonasi  @e100ss @infoGRESIK @InfoMendiknas,11:28,1130691703097053184,@adetiya_ap
2019-05-21,Kota Surabaya Jawa Timur,200,Agak kecewa dengan pendaftaran sekolah saat ini yang menganut sistem zonasi. Yakali gak usah belajar giat2  gak usah capek2 bimbel  as long as rumah lu dibelakang komplek lu bisa masuk komplek gak fair aja sih menurut w hmm,10:34,1130678178366623744,@rienatasania
2019-05-16,Kota Malang Jawa Timur,200,PPDB SD sesuai juklak dan Juknis hal pertama adalah usia kemudian jarak domisili siswa dengan sekolah. Zonasi 90 persen adalah PPDB SMP Negeri,16:03,1128949185481306112,@DisdikMalang
2019-05-15,Kota Magelang Jawa Tengah,200,Di samping itu  sy mengapresiasi program pemerintah utk memeratkaan pendidikan  supaya sekolah  anak  dan orang tua tidak hanya mengejar aspek kognitif saja (sesuai dengan kurikulum 2013). Akan tetapi  sistem zonasi tahun ini malah menelantarkan aspek kognitif.,22:26,1128682954970939394,@danliw1
2019-05-15,Kota Magelang Jawa Tengah,200,"Pak @ganjarpranowo tolong kebijakan sistem zonasi untuk PPDB SMP dan SMA dikaji ulang  kasihan anakÂ² yg rumahnya di pelosok  pintar  tp tidak dpt sekolah yg ""layak"".  Jangan sampai penerimaan mantu jg ikut-ikutan sistem zonasi ",18:37,1128625455970508801,@danliw1
2019-05-14,Kota Surabaya Jawa Timur,200,Konsep Zonasi Berdasarkan Kedekatan Jarak Rumah Dengan Sekolah http://surabayatv.tv/2019/05/13/konsep-zonasi-berdasarkan-kedekatan-jarak-rumah-dengan-sekolah/ â€¦,11:55,1128161842587549697,@SURABAYATV44UHF
2019-05-13,Kota Baubau Sulawesi Tenggara,200,Busel Akan Terapkan Sistem Zonasi Sekolah  -La Makiki: Langkah Percepat Pemerataan Kualitas Pendidikan  http://baubaupost.com/2019/05/13/busel-akan-terapkan-sistem-zonasi-sekolah-la-makiki-langkah-percepat-pemerataan-kualitas-pendidikan/ â€¦,11:04,1127786616188047360,@baubaupostt
2019-05-10,Kota Bandung Jawa Barat,200,"mending non zona karena zonasi merepotkan orangtua ""pindah sementara"" alamat demi ngejar sekolah favorit(?).",03:27,1126584543459151873,@2345Pap
2019-05-07,Kota Surabaya Jawa Timur,200,"alternatifnya ""Pak @jokowi tolong sama ratakan kualitas semua sekolah dan tenaga pendidiknya pak biar aturan zonasi ini gak jadi program baik yang sia - sia""",18:43,1125727728416641026,@trainveller
2019-06-06,Kota Magelang Jawa Tengah,200,Topik pembicaraan lebaran kali ini: -Pemilu -Susah cari sekolah karena zonasi,18:26,1136595319662161920,@rataupakpunk
2019-06-06,Kota Surabaya Jawa Timur,200,ZONASI BERDASARKAN ASAL SEKOLAH AJA LAH YAALLAH,14:40,1136538337915707392,@apulkat
2019-06-04,Jalan Kawi 11B Kota Malang,200,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang â€“ Radar Malang Online https://www.tugumalang.com/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang-radar-malang-online/?utm_source=dlvr.it&utm_medium=twitter â€¦,10:36,1135752051898503169,@radar_malang
2019-06-04,Jalan Kawi 11B Kota Malang,200,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang â€“ Radar Malang Online https://radarmalang.jawapos.com/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang-radar-malang-online/?utm_source=dlvr.it&utm_medium=twitter â€¦,10:27,1135749782050263041,@radar_malang
2019-06-04,Jalan Kawi 11B Kota Malang,200,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang https://radarmalang.id/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang/?utm_source=dlvr.it&utm_medium=twitter â€¦,10:08,1135745127463305219,@radar_malang
2019-06-02,Kota Surabaya Jawa Timur,200,masuk sekolah pake sistem zonasi bikin mikir-mikir juga mau beli rumah di mana ,00:16,1134871443135590400,@sheillashantika
2019-06-01,Kota Bandung Jawa Barat,200,Assalamualaikum pak wali kami sangat prihatin warga riung bandung tidak bisa sekolah di SMP negeri karena zonasi,18:47,1134788670521729024,@FebrizioFitria1
2019-06-16,Kota Surabaya Jawa Timur,200,Dari pengamatan dan opini pribadi  yang resah justru masyarakatnya  mengkotak kotakkan anak pinter dan ga pinter  lalu judge â€˜yang pinter mustinya sekolah disini  tapi berhubung zonasi ga bisa dia sekolah disitu  kasianâ€™ kelamin emang mentalnya.,04:43,1140012014623850496,@gloomysabath
2019-06-16,Kota Surabaya Jawa Timur,200,IMHO Kemendikbud dengan sistem ppdb zonasi-nya menarik sekali sebenernya wat diperhatikan. Ku dari awal dicetuskan zonasi ini udah stuju nget. Biar ga ada strata aja antara sekolah favorit dan enggak favorit,04:43,1140011997028728832,@gloomysabath
2019-06-15,Kota Surabaya Jawa Timur,200,Poin 1: Sekolah negeri WAJIB menerima siswa dlm zonasi.  Faktanya SMPN apalagi SMAN tdk cukup daya tampungnya. Bahkan di Surabaya  beberapa kecamatan yg tak miliki SMAN jauh jaraknya dari SMAN di Kecamaatan lain  anak pasti tdk diterima.  Jadi apa arti kata WAJIB? ,20:54,1139893898237448193,@ferrykoto
2019-06-15,Kota Surabaya Jawa Timur,200,Non Diskriminatif bagaiamana? Faktanya zonasi ini diskriminatif. Paham tidak arti diskriminasi min?   Dgn menerapkan jarak rumah ke sekolah  itu telah mendiskriminasi anak untuk lanjutkan sekolah. Karena jarak rumah itu bukan keinginan anak  tapi bawaan dari orang tuanya. ,20:49,1139892725526847488,@ferrykoto
2019-06-15,Kota Semarang Jawa Tengah,200,Sedih krn melihat  .. anak2 belajar keras  ikut bimbel dlsb tp ternyata Tak bisa sekolah di sekolah yg diimpikan terbentur zonasi,08:58,1139713750745804800,@JaniRetno
2019-06-15,Kota Semarang Jawa Tengah,200,Sekolah unggulan hilang krn penerimaan siswa zonasi,07:09,1139686289869901824,@JaniRetno
2019-06-15,Kota Semarang Jawa Tengah,200,Siswa belajar keras krn ingin bersekolah di sekolah favorit tp klo sistem zonasi hasil belajar jd terabaikan,07:07,1139685897803161600,@JaniRetno
2019-06-15,Kota Palembang Sumatera Selat,200,Ijin berpendapat pak  Zonasi 60% Tes 30% 10% Prestasi Perbaiki SDM Tenaga Pendidik Fasilitas sekolah Kurikulum yg tepat Beasiswa untuk keluarga tidak mampu dan berprestasi diperbanyak,05:35,1139662694976409600,@BRY_F24
2019-06-14,Kota Tangerang Banten,200,Klo gitu ngapain ada UN klo ga ngaruh? Ga perduli brp nilai kita  gada persaingan masuk sekolah favorit lg jd buat apa bljr yg penting deket rmh ada sekolah pasti bisa masuk.. #zonasisekolah,23:57,1139577582364401664,@dr_cyo
2019-06-14,Kota Bengkulu Bengkulu,200,zonasi menghilangkan kesempatan anak bangsa yg di kampung mendapat pendidikan di perkotaan. Katanya NKRI. Jalur yg ada adalah pindah orang tua. Lah kalau orang tua tdk pindah? Jalur zonasi harus 1 thn di dlm KK  si anak blm memutuskan akan numpang sekolah di kota 1 thn sblmnya,16:19,1139462239189004288,@DannerSagala
2019-06-14,Kota Bandung Jawa Barat,200,masih kesel gegara penerimaan zonasi kemaren tanpa liat nilai siswa trus ini?? pas sma gak usah belajar dong ya?? 3 taun cukup cari subcriber yang banyak dong  kangen dulu yang mau sekolah tinggi mesti belajar bener bener ,15:28,1139449539025223680,@JbNoona
2019-06-14,Kota Surabaya Jawa Timur,200,Salut kepada @aniesbaswedan sbg Gub yg lebih memilih berpihak pd masyarakat  calon peserta didik  daripada sekedar ikuti Permendikbud 51/2018 yg nyata2 menimbulkan permasalahn akibat sistem zonasi yg tdk berkeadilan berdasarkan jarak rumah ke sekolah dg abaikan hasil belajar anak ,00:25,1139222181890494464,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,"Nah ini  kasian pelajar di desaku yg kesulitan mencari sekolah sesuai keinginannya. Yg disana masih ada sekolah ""favorit"". Maksud adanya zonasi bagus  tapi image sekolah unggulan tetap tak tergantikan dan masih menjadi daya tarik para pelajar dan orang tua. ",21:39,1139180520183480320,@ariwicaksono_
2019-06-13,Kota Surabaya Jawa Timur,200,Dirancangan sistem IT PPDB SMAN di Jatim yg sy temukan  zonasi ternyata hanya mengejar kuota penerimaan siswa berdasar jarak rumah ke sekolah pak @muhadjir_ef  Walau anak dekat ke SMAN A  tapi jk milih SMAN B & kuota masih masuk  anak akan diterima di B  walau UN rendah sekalipun,21:39,1139180382551568384,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,Bahkan sistem zonasi yg dibuat pak @muhadjir_ef ini sy temukan fakta dirancangan program IT nya ternyata bkn mendekatkan anak ke sekolah  tapi mengubah kompetisi dr prestasi belajar menjadi kompetisi kantong ortu memiliki/sewa rumah yg dekat ke sekolah. @ganjarpranowo @KhofifahIP,21:34,1139179339881172992,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,5. Tidak ada keadilan dlm sistek zonasi saat jumlah  daya tampung dan sebaran sekolah masih tidak merata.  Akibat zonasi anak menjadi bergantung masa depannya melanjutkan pendidikan pada kemampuan kantong orang tua membeli/sewa rumah yg dekat ke sekolah.  @muhadjir_ef,19:55,1139154241791057923,@ferrykoto
2019-06-13,Kota Serang Banten,200,Aku setuju sama pendapat kakak yg dibagian awal  zonasi harus diserentakkan dengan fasilitas yg memadai pada tiap sekolah agar tidak ada yg merasa dirugikan dan usaha penghapusan stratifikasi di sekolah berjalan lancar.,19:36,1139149426214092800,@DienRisa04
2019-06-13,Kota Surabaya Jawa Timur,200,Pak Ganjar  di Jatim juga zonasi ini berpotensi masalah besar bagi kelanjutan pendidikan anak. Di Surabaya akan berjatuhan korban zonasi SMAN karena sekolah yg terbatas dan terpusat di tengah kota. Sementara perkembangan kota membuat warga tergeser tempat tinggal ke luar kota. ,19:15,1139144209770795008,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,Kalau fasilitas sama rata ya gapapa diterapin kaya gini. Tapi nyatanya enggak. Kasihan yang anak2 pinggiran  mereka bener2 pinter pengen masuk sekolah yg bagus tp gabisa karena  zonasi,11:37,1139028907108126726,@haierikaa
2019-06-13,Kota Surabaya Jawa Timur,200,Betul  itulah tugas dan tanggungjawab pemerintah yg harus didahulukan  membangun sekolah  meratakan penyebarannya  daya tampungnya. Baru setelah itu boleh bicara zonasi. @Kemdikbud_RI,11:28,1139026684777181185,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,Penerapan sistem zonasi itu harus terpenuhi dulu kondisi2 ideal  seperti jumlah & daya tampung sekolah  demografi pendudukan  sebaran penduduk  dll.  Zonasi memang bagus secara teori  jika prasyarat penerapannya terpenuhi. @Kemdikbud_RI,11:15,1139023517045813249,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,Dan lagipula kualitas dan pemerataan sekolah itu tanggungjwb pemerintah @Kemdikbud_RI bukan kewajiban rakyat. Baca konstitusi dan UU Sisdiknas. Tak ada hubungannya input peserta didik dgn pemerataan sekolah.  Sekolah terbatas  tapi paksakan zonasi  dan anak2 pun jadi korban !!,10:45,1139015841263919110,@ferrykoto
2019-06-13,Kota Surabaya Jawa Timur,200,Tapi fakta lapangannya berbeda. Penerapan sistem zonasi bkn mendekatkan anak ke sekolah realitasnya  tapi lebih menghargai kantong ortu membeli atau sewa rumah dibanding usaha dan kerja keras anak dlm belajar.  Sy Dewan Pendidikan Surabaya  punya data dan faktanya  bukan teori. ,10:41,1139014997516795905,@ferrykoto
2019-06-13,Kota Yogyakarta Yogyakarta,200,"zonasi bukane malah jalan dinggo perbaikan kualitas sarana dan prasana untuk sekolah sekolah secara merata? jadi ngga cuma sekolah berpredikat ""unggulan"" yang didahulukan.",09:21,1138994837779181568,@erytobi
2019-06-13,Kota Probolinggo Jawa Timur,200,Sekolah di kota probolinggo juga gaada yang favorit  pake zonasi. Tapi rasanya mustahil kalo gaada yang favorit ,07:28,1138966212103139329,@Zigootanelda01
2019-06-13,Kota Surabaya Jawa Timur,200,Zonasi Sekolah  Angin Segar Bagi Difabel http://dlvr.it/R6VL43 ,01:27,1138875384106082304,@HertienIndah
2019-06-12,Kota Yogyakarta Yogyakarta,200,Tidak ada kebijakan pemerintah selama ini yg lebih baik dari kebijakan zonasi ini. Pemerintah sudah tepat. Ini langkah awal pemerataan  dan peningkatan kulitas guru dan sekolah. Input yg baik  outputnya pasti baik dan sebaliknya.,18:06,1138764409537409024,@berlingkaran
2019-06-12,Kota Makassar,200,fyi Kak.  Setiap sekolah punya otoritas mau menggunakan sistem zonasi atau tidak mau menggunakan. Sehingga sebagai pihak sekolah seyogianya juga bisa menerapkan kebijakan dengan bijak sesuai dengan hasil kajian strategis di lingkungan sekolah.,01:03,1138506958770659328,@stenly_cht
2019-06-19,Kota Surabaya Jawa Timur,200,Kalau diperhatikan outputnya  pemerintah ingin melakukan pemerataan kualitas pendidikan dan itu merupakan langkah maju yang baik  mengingat selama ini diskriminasi pendidikan nyata di depan mata kita.   Sistem zonasi sekolah.  Aku si yeees!!  https://www.facebook.com/story.php?story_fbid=10212644623584676&id=1657904620 â€¦,06:48,1141130494899130368,@mauliye
2019-06-19,Kota Malang Jawa Timur,200,"HAHAHA. Astaghfirullah :"") Kecuali kalo yakin semua sekolah kualitasnya sama  zonasi OK lah yo. Tapi loo.. kualitasnya beda-beda :"")) dan yg rumahnya jauh rela2 aja sekolah jauh. Demi dapet sekolah bagus. So saddd.",06:21,1141123806968213505,@liadiafarida
2019-06-19,Kota Surabaya Jawa Timur,200,Ribut ribut zonasi ngapa si? Semua sekolah tu sama aja  gengsi nya aja yg bikin beda. Ntar juga  sama sama nemuin guru yg kolot  sama sama nemuin temen temen yang hura hura. Jadi apanya yg berbeda?,02:38,1141067728788156416,@GodSaveThePunks
2019-06-19,Kota Surabaya Jawa Timur,200,Sepakat dengan zonasi  keuntungannya mengurangi macet dijalan  minimalisir mbolos  pendidikan sama rata. Semua sekolah bisa jadi favorit karena perataan tsb. Emang gamudah awalnya...,02:27,1141064916251529216,@theotitanio
2019-06-19,Kota Surabaya Jawa Timur,200,Doi ku daftarin sepupunya masuk ke SMP. Lucunya  si sepupunya ini rumahnya jaraknya 1 4km dari sekolah ga keterima. Sedangkan ada yg jaraknya 2 2km dari sekolah malah keterima. Gimana deh makin gapaham sm sistemnya zonasi,02:19,1141062913853018112,@aintmcdonalds
2019-06-19,Kota Surabaya Jawa Timur,200,Gini nih lamaÂ² PTN favorit pun jd bisa ikut ancur ga sih? Klo siswa nya selama di sekolah gabisa serius gt krn terbiasa gantungin sistem zonasi,02:17,1141062512223199233,@aintmcdonalds
2019-06-19,Kota Semarang Jawa Tengah,200,Lalu lalu tetiba ada sistem baru  zonasi. Daftar sekolah hrs yg ada dlm zona. Okelah...... daya saing msh berdasarkan nilai.   Eee taun ini daftar sekolah pure berdasarkan jarak rumah. Bisa2 taun depan GO neutron bangkrut krn semua org bs masuk sma negeri yg penting dkt rumah.,00:54,1141041388366098432,@athayafm
2019-06-19,Kota Pontianak Kalimantan Barat,200,Mendikbud Muhadjir Jawab Polemik Sekolah Terkait Zonasi https://insidepontianak.com/2019/06/18/mendikbud-muhadjir-jawab-polemik-sekolah-terkait-zonasi/ â€¦,00:30,1141035538218176513,@insidpontianak
2019-06-19,Kota Surabaya Jawa Timur,200,Seharus nya berpikir dulu sebelum merubah aturan PPBD Kasihan siswa yg berpredtasi Walaupun danem dibawah rata2 bisa diterima di sekolah negeri Kenapa zonasi kok nggak diberlakukan di perguruan tinggi negeri dan calon PNS Lurah dan Camat biar tidak ada pengangguran,00:12,1141030820250968064,@Prastow27861547
2019-06-18,Kota Surabaya Jawa Timur,200,"Daftar sekolah sistem zonasi Orang lain : ""sayang banget ih yg nilainya bagus"" Me : ""sayang bgt ya ga bisa sekolah jauh2  padahal enakan kalo sekolah jauh"" (punya temen dr berbagai wilayah di surabaya  banyak yg bakal jadi cerita pula)  Ada yg kyk saya?",22:33,1141005924833714176,@firfird
2019-06-18,Kota Surabaya Jawa Timur,200,Gak iso sec  kualitas pendidikan kuwi gak kabeh podo. Percuma nek wes di gawe zonasi terus pindah KK. Kan orng tua yo pengen anake sekolah nek tempat sek berkualitas pisan.,22:29,1141005135146962944,@ariwicaksono_
2019-06-18,Kota Surabaya Jawa Timur,200,Sekarang tau sistem zonasi gini jadi pengen kenapa dulu jamanku ndak zonasi aja sih  nilaiku yang standart juga dapat kesempatan sekolah kaporit negeri pakai dulu pusat kan apik2 sekolahnya ,22:16,1141001850239373314,@AudinaMawar
2019-06-18,Kota Malang Jawa Timur,200,Opini. Sistem zonasi PPDB Sekolah akan menurunkan semangat motivasi belajar siswa dan akan menurunkan semangat bersaing antar siswa. Jika @Kemdikbud_RI menggunakan dalil pemerataan pelayanan dan mutu pendidikan. || Lanjut kolom komentar.,22:12,1141000738090319872,@IlhamYusron13
2019-06-18,Kota Yogyakarta Yogyakarta,200,Rekomendasi sekolah favorit  bila tidak menemukan sekolah yang di inginkan karena sistem zonasi.. #ZONASI ,21:57,1140997085338066945,@iniiagus
2019-06-18,Kota Surabaya Jawa Timur,200,@Kemdikbud_RI @dispendiksby1 dan jangan sampai sistem zonasi ini memutuskan impian seorang anak untuk masuk ke sekolah impiannya hanya karena jarak rumah tak memenuhi  ini sama saja dg pemaksaan pendidikan bukan pemerataan pendidikan. Tolong dipertimbangkan lagi pak menteri,21:44,1140993653520736258,@Rizkaputria1320
2019-06-18,Kota Surabaya Jawa Timur,200,@Kemdikbud_RI @dispendiksby1 ketika kualitas sekolah sama bagusnya dan paradigma masyarakat tentang sekolah favorit sama sekolah biasa hilang  barulah sistem zonasi ini bisa diterapkan. Kalau diterapkan sekarang waktunya belom tepat dan malah ambruadul jadinya.,21:39,1140992313537122304,@Rizkaputria1320
2019-06-18,Kota Surabaya Jawa Timur,200,Anak jaman now  ga ketrima di sekolah deket rumah malah bapaknya di suruh kerja lbh keras biar bisa beli rumah daerah kota dan deket dgn sekolah favorit.. #ZONASI,21:37,1140991936469196801,@phey_sby
2019-06-18,Kota Surabaya Jawa Timur,200,@Kemdikbud_RI @dispendiksby1 Kalau mau menerapkan sistem zonasi dengan tujuan pemerataan pendidikan  langkah pertama yg harus dilakukan oleh pemerintah adalah melakukan pemerataan disekolah2 nya dulu  baik fasilitas  tenaga pengajar  dll. Jadi setiap sekolah kualitas nya sama --,21:37,1140991906555420672,@Rizkaputria1320
2019-06-18,Kota Surabaya Jawa Timur,200,Pak @jokowi tolong tahun ini PPDB SMA dan SMP diperbaiki dan diulang pak   Metode Zonasi benar2 mematikan minat anak2 utk belajar. Menurunkan daya saing anak2 krn nilai UN kalah dgn jarak tempat tinggal ke sekolah,21:33,1140990839897772034,@ImaasHd
2019-06-18,Kota Surabaya Jawa Timur,200,Menurut saya zonasi gpp. Asalkan dari jarak sekian kilo tadi jg disaring nilainya. Sbg contoh sodara saya dg nilai 34  jarak ke SMA11 900m  tidak diterima krn kursi 170 itu sdh terisi anak yg berjarak paling jauh 517m dr sekolah tsb. Seharusnya ini mjd wacana pemprov lagi.,21:18,1140987135043915777,@myanitasari
2019-06-18,Kota Malang Jawa Timur,200,ini zonasi zonasi sekolah doang apa kuliah juga sih?,21:00,1140982691954696192,@mirzaaalkaff
